dimension,class,n,accuracy,z_vs_50pct,units,roi,edge_basis
Home vs Away,Away,1445,0.5349480968858131,2.6634890653544745,57.0277924710378,0.039465600325977714,raw
Home vs Away,Home,649,0.4930662557781202,-0.35331487652755833,-24.58910324229767,-0.03788767833944171,raw
Favorite vs Underdog,Favorite,828,0.4963768115942029,-0.20851988881621852,-24.238166898452924,-0.02927314842808324,raw
Favorite vs Underdog,Underdog,1266,0.5387045813586098,2.7625765562424762,56.67685612719307,0.044768448757656454,raw
Home vs Away,Away,1443,0.5356895356895357,2.71839927863155,59.02779247103781,0.04090630108873029,devigged
Home vs Away,Home,651,0.4946236559139785,-0.27436749226914786,-23.045634116795988,-0.035400359626414725,devigged
Favorite vs Underdog,Favorite,830,0.4975903614457831,-0.1388436392612283,-22.542155400069884,-0.027159223373578175,devigged
Favorite vs Underdog,Underdog,1264,0.5395569620253164,2.8215637146107873,58.52431375431171,0.04630088113474028,devigged
