dimension,class,n,accuracy,z_vs_50pct,units,roi
Home vs Away,Away,84,0.5357142857142857,0.6563301233138933,3.056837628570259,0.03639092414964594
Home vs Away,Home,15,0.4666666666666667,-0.2587745847533828,-1.6773975499104457,-0.11182650332736305
Favorite vs Underdog,Favorite,43,0.4418604651162791,-0.7677004852725567,-6.2485161159139215,-0.14531432827706794
Favorite vs Underdog,Underdog,56,0.5892857142857143,1.3581355894441796,7.627956194573734,0.13621350347453096
