dimension,class,n,accuracy,z_vs_50pct,units,roi
Home vs Away,Away,85,0.5058823529411764,0.10847273593282768,0.2757800064214857,0.0032444706637821848
Home vs Away,Home,22,0.5,0.0,-0.09279856929731811,-0.004218116786241732
Favorite vs Underdog,Favorite,51,0.47058823529411764,-0.4208127057650867,-3.121383926377561,-0.061203606399560025
Favorite vs Underdog,Underdog,56,0.5357142857142857,0.5358913016456667,3.304365363501727,0.059006524348245125
