dimension,class,n,accuracy,z_vs_50pct,units,roi
Home vs Away,Away,86,0.6046511627906976,1.9849547221205766,13.777280414856817,0.16020093505647462
Home vs Away,Home,21,0.5238095238095238,0.21846572437632597,-0.02208942426333671,-0.0010518773458731766
Favorite vs Underdog,Favorite,49,0.6122448979591837,1.612587546923028,8.23245145776465,0.16800921342376837
Favorite vs Underdog,Underdog,58,0.5689655172413793,1.0605887444473874,5.522739532828831,0.09521964711773848
