dimension,class,n,accuracy,z_vs_50pct,units,roi
Home vs Away,Away,78,0.5641025641025641,1.1416987062394688,6.815395746591294,0.08737686854604224
Home vs Away,Home,19,0.5263157894736842,0.2297341458681701,0.4617687654772058,0.02430361923564241
Favorite vs Underdog,Favorite,46,0.5217391304347826,0.29516302634512337,0.030395888062022536,0.0006607801752613595
Favorite vs Underdog,Underdog,51,0.5882352941176471,1.2803459353962565,7.246768624006478,0.14209350243149957
